bucket_id,members,mean_price_per_100g,mean_calories,aisle_id,department_id
368,1,73.25,120.0,19,13
369,1,71.8125,2.0,94,7
370,1,45.24791666666667,120.0,29,13
371,2,45.24791666666667,120.0,29,13
372,1,87.41666666666667,120.0,81,15
373,1,54.375,98.0,98,7
374,1,100.0,0.0,100,21
375,1,2.052837573385519,120.0,132,11
376,1,73.25,120.0,19,13
377,1,100.0,120.0,6,2
378,1,59.712500000000006,120.0,118,11
379,1,100.0,120.0,30,6
380,1,100.0,120.0,17,13
381,1,45.24791666666667,120.0,29,13
382,1,57.474999999999994,120.0,87,17
383,1,22.633333333333333,65.0,25,11
384,1,73.25,120.0,19,13
385,1,100.0,120.0,66,6
386,1,100.0,120.0,101,17
387,1,22.633333333333333,120.0,25,11
388,1,100.0,120.0,101,17
389,1,100.0,120.0,101,17
390,1,100.0,2.0,6,2
391,1,100.0,120.0,101,17
392,1,45.24791666666667,120.0,29,13
393,1,73.25,120.0,19,13
394,1,22.633333333333333,120.0,25,11
395,1,54.375,93.0,98,7
396,1,45.24791666666667,120.0,29,13
397,1,97.16666666666667,0.0,31,7
398,1,54.375,120.0,98,7
399,1,52.526315789473685,5.0,115,7
400,1,40.5625,120.0,29,13
401,1,100.0,162.0,4,9
402,1,100.0,166.0,4,9
403,1,71.8125,2.0,94,7
404,1,100.0,120.0,54,17
405,1,100.0,120.0,54,17
406,1,100.0,111.0,54,17
407,1,100.0,120.0,54,17
408,1,96.5,120.0,97,13
409,1,100.0,120.0,54,17
410,1,100.0,120.0,54,17
411,1,100.0,120.0,54,17
412,1,100.0,120.0,54,17
413,1,100.0,120.0,54,17
414,1,100.0,112.0,54,17
415,1,100.0,120.0,54,17
416,1,100.0,120.0,54,17
417,1,100.0,192.0,17,13
418,1,2.117019230769231,120.0,47,11
419,1,100.0,124.0,84,16
420,1,52.526315789473685,0.0,115,7
421,1,100.0,120.0,17,13
422,2,100.0,120.0,17,13
423,1,19.88888888888889,106.0,112,3
424,1,45.24791666666667,120.0,29,13
425,1,97.16666666666667,120.0,31,7
426,1,54.375,22.0,98,7
427,1,100.0,120.0,54,17
428,1,71.8125,2.0,94,7
429,1,54.375,120.0,98,7
430,1,100.0,120.0,42,1
431,1,2.117019230769231,120.0,47,11
432,1,22.633333333333333,120.0,25,11
433,1,9.79,142.0,65,11
434,1,9.79,120.0,65,11
435,1,9.79,152.0,65,11
436,1,9.79,120.0,65,11
437,1,54.375,63.0,98,7
438,1,69.80000000000001,60.0,113,1
439,1,100.0,120.0,17,13
440,1,100.0,120.0,17,13
441,1,100.0,120.0,17,13
442,1,100.0,120.0,17,13
443,1,87.44999999999999,160.0,61,19
444,1,87.44999999999999,158.0,61,19
445,1,25.68125,206.0,63,9
446,1,96.5,120.0,97,13
447,1,19.88888888888889,113.0,112,3
448,1,19.88888888888889,112.0,112,3
449,1,100.0,109.0,112,3
450,1,100.0,120.0,17,13
451,1,100.0,94.0,66,6
452,1,69.80000000000001,163.0,12,9
453,1,87.25,120.0,33,6
454,1,56.125,120.0,43,3
455,1,58.166666666666664,105.0,43,3
456,1,58.166666666666664,120.0,43,3
457,1,58.166666666666664,105.0,43,3
458,1,58.166666666666664,120.0,43,3
459,1,58.166666666666664,107.0,43,3
460,1,58.166666666666664,112.0,43,3
461,1,58.166666666666664,120.0,43,3
462,1,100.0,120.0,66,6
463,1,100.0,120.0,79,1
464,1,74.83333333333334,105.0,93,3
465,2,74.83333333333334,108.0,93,3
466,1,100.0,120.0,93,3
467,1,74.83333333333334,120.0,93,3
468,1,74.83333333333334,120.0,93,3
469,1,74.83333333333334,111.0,93,3
470,1,74.83333333333334,110.0,93,3
471,1,19.88888888888889,115.0,112,3
472,1,19.88888888888889,113.0,112,3
473,1,19.88888888888889,120.0,112,3
474,1,19.88888888888889,110.0,112,3
475,1,19.88888888888889,120.0,112,3
476,1,90.3125,114.0,128,3
477,1,90.3125,120.0,128,3
478,1,90.3125,120.0,128,3
479,1,90.3125,120.0,128,3
480,1,13.205882352941178,120.0,131,9
481,1,13.647058823529411,180.0,131,9
482,1,13.647058823529411,197.0,131,9
483,1,2.8620689655172415,120.0,131,9
484,1,13.647058823529411,120.0,131,9
485,1,82.45833333333334,120.0,50,19
486,1,49.800000000000004,120.0,78,19
487,1,1.349,120.0,47,11
488,1,0.17900000000000002,120.0,47,11
489,1,1.0490000000000002,120.0,109,11
490,1,31.633333333333336,120.0,25,11
491,1,0.679,120.0,109,11
492,1,1.279,120.0,109,11
493,1,9.3,120.0,109,11
494,1,0.649,120.0,22,11
495,1,0.649,120.0,25,11
496,1,0.379,113.0,54,17
497,1,0.299,114.0,54,17
498,1,0.17900000000000002,120.0,54,17
499,1,7.415841584158415,120.0,124,5
500,1,100.0,120.0,10,17
501,1,100.0,120.0,17,13
502,1,83.25,120.0,111,17
503,1,43.54545454545455,120.0,85,17
504,1,13.545454545454547,120.0,128,3
505,1,22.035398230088497,155.0,61,19
506,1,100.0,5.0,119,1
507,1,0.2263636363636364,120.0,54,17
508,1,100.0,24.0,10,17
509,1,45.75,120.0,97,13
510,1,48.25,5.0,100,21
511,1,14.916666666666668,116.0,112,3
512,1,12.416666666666666,110.0,112,3
513,1,11.316666666666666,120.0,11,11
514,1,64.91666666666667,120.0,11,11
515,1,87.41666666666667,120.0,11,11
516,1,79.08333333333334,120.0,11,11
517,1,39.916666666666664,120.0,20,11
518,1,45.75,120.0,11,11
519,1,100.0,120.0,11,11
520,1,20.75,120.0,11,11
521,1,87.41666666666667,120.0,133,11
522,1,29.083333333333332,120.0,101,17
523,1,20.75,120.0,111,17
524,1,31.583333333333336,120.0,27,5
525,1,89.91666666666666,120.0,27,5
526,1,74.91666666666667,120.0,97,13
527,1,37.41666666666667,120.0,124,5
528,1,87.41666666666667,120.0,100,21
529,1,39.916666666666664,120.0,124,5
530,1,29.083333333333332,120.0,124,5
531,1,95.0806451612903,120.0,78,19
532,1,2.117019230769231,120.0,47,11
533,1,62.49078341013825,120.0,85,17
534,1,100.0,120.0,10,17
535,1,21.461538461538463,107.0,69,15
536,1,26.846153846153847,120.0,60,17
537,1,11.461538461538462,97.0,60,17
538,1,44.53846153846154,120.0,60,17
539,1,49.92307692307693,120.0,60,17
540,1,44.53846153846154,120.0,60,17
541,1,42.23076923076923,120.0,60,17
542,1,42.23076923076923,120.0,60,17
543,1,11.461538461538462,120.0,60,17
544,1,49.92307692307693,120.0,60,17
545,1,42.23076923076923,120.0,60,17
546,1,13.76923076923077,120.0,60,17
547,1,49.92307692307693,120.0,60,17
548,1,26.846153846153847,120.0,60,17
549,1,34.53846153846154,120.0,60,17
550,1,10.642857142857142,106.0,69,15
551,1,82.07142857142857,120.0,53,16
552,1,9.79,120.0,65,11
553,1,46.35714285714286,120.0,99,15
554,1,13.266666666666666,112.0,63,9
555,1,43.26666666666667,120.0,31,7
556,1,16.6,116.0,112,3
557,1,0.6993333333333334,120.0,27,5
558,1,23.695833333333333,120.0,70,11
559,1,52.64150943396226,152.0,3,19
560,1,15.562500000000002,113.0,63,9
561,1,11.1875,115.0,63,9
562,1,100.0,120.0,111,17
563,1,46.8125,120.0,111,17
564,1,96.8125,120.0,111,17
565,1,90.5625,120.0,111,17
566,1,15.562500000000002,120.0,124,5
567,1,0.2698317307692308,120.0,27,5
568,1,6.028735632183908,120.0,40,8
569,1,30.5,108.0,2,16
570,1,49.94444444444445,120.0,70,11
571,1,41.61111111111111,120.0,124,5
572,1,22.633333333333333,120.0,25,11
573,1,22.633333333333333,120.0,25,11
574,2,22.633333333333333,120.0,25,11
575,1,22.633333333333333,120.0,25,11
576,1,22.633333333333333,120.0,25,11
577,1,22.633333333333333,120.0,25,11
578,1,62.49078341013825,120.0,85,17
579,1,5.994444444444444,120.0,114,17
580,1,0.2445533769063181,89.0,5,13
581,1,1.2039091389329106,120.0,77,7
582,1,0.13153724247226625,120.0,77,7
583,1,0.6071060762100926,120.0,124,5
584,1,100.0,96.0,92,18
585,1,100.0,104.0,92,18
586,1,100.0,120.0,92,18
587,1,100.0,132.0,92,18
588,1,100.0,120.0,56,18
589,1,100.0,120.0,92,18
590,1,100.0,120.0,92,18
591,1,100.0,105.0,92,18
592,1,100.0,120.0,92,18
593,1,100.0,120.0,92,18
594,1,100.0,120.0,92,18
595,1,100.0,120.0,92,18
596,1,100.0,120.0,92,18
597,1,100.0,100.0,92,18
598,1,100.0,154.0,92,18
599,1,100.0,126.0,84,16
600,1,100.0,120.0,69,15
601,1,100.0,120.0,114,17
602,1,100.0,120.0,22,11
603,1,100.0,120.0,10,17
604,1,100.0,120.0,87,17
605,1,100.0,120.0,100,21
606,1,100.0,120.0,20,11
607,1,100.0,120.0,20,11
608,1,100.0,120.0,22,11
609,1,100.0,120.0,22,11
610,1,100.0,120.0,22,11
611,1,100.0,120.0,22,11
612,1,100.0,97.0,22,11
613,1,100.0,120.0,22,11
614,1,100.0,120.0,22,11
615,1,100.0,120.0,22,11
616,1,100.0,120.0,22,11
617,1,100.0,110.0,22,11
618,1,100.0,120.0,22,11
619,1,100.0,120.0,75,17
620,1,100.0,120.0,87,17
621,1,100.0,120.0,100,21
622,1,100.0,120.0,92,18
623,1,100.0,122.0,84,16
624,1,89.5,120.0,114,17
625,1,100.0,120.0,54,17
626,1,100.0,114.0,54,17
627,1,100.0,120.0,54,17
628,1,100.0,120.0,54,17
629,1,100.0,120.0,54,17
630,1,100.0,123.0,10,17
631,1,100.0,119.0,84,16
632,1,82.45833333333334,114.0,50,19
633,1,4.640000000000001,157.0,120,16
634,1,100.0,114.0,84,16
635,1,66.54545454545455,110.0,108,16
636,1,66.54545454545455,107.0,108,16
637,1,100.0,114.0,21,16
638,1,100.0,121.0,84,16
639,1,100.0,113.0,21,16
640,1,100.0,125.0,21,16
641,2,100.0,119.0,100,21
642,1,100.0,114.0,84,16
643,1,100.0,123.0,21,16
644,1,100.0,126.0,21,16
645,1,100.0,120.0,21,16
646,1,100.0,124.0,21,16
647,1,4.640000000000001,147.0,120,16
648,1,4.640000000000001,150.0,120,16
649,1,66.54545454545455,106.0,108,16
650,1,66.54545454545455,108.0,108,16
651,1,100.0,111.0,100,21
652,1,100.0,125.0,84,16
653,1,100.0,122.0,100,21
654,1,100.0,105.0,21,16
655,1,100.0,115.0,21,16
656,1,100.0,117.0,84,16
657,1,100.0,116.0,84,16
658,1,100.0,122.0,84,16
659,1,100.0,121.0,84,16
660,1,100.0,117.0,84,16
661,1,100.0,116.0,84,16
662,1,100.0,110.0,21,16
663,1,100.0,120.0,100,21
664,1,87.25,106.0,2,16
665,1,62.49078341013825,120.0,85,17
666,1,100.0,120.0,22,11
667,1,100.0,120.0,22,11
668,1,100.0,120.0,22,11
669,1,100.0,120.0,22,11
670,1,100.0,120.0,54,17
671,1,100.0,120.0,54,17
672,1,100.0,120.0,54,17
673,1,100.0,120.0,54,17
674,1,100.0,120.0,54,17
675,1,100.0,120.0,54,17
676,1,100.0,120.0,54,17
677,1,100.0,120.0,54,17
678,1,100.0,120.0,54,17
679,1,100.0,5.0,26,7
680,1,100.0,120.0,85,17
681,1,100.0,120.0,10,17
682,1,53.949999999999996,120.0,87,17
683,1,18.95,108.0,87,17
684,1,37.45,120.0,19,13
685,1,0.3240139790314528,120.0,28,5
686,1,0.47213930348258704,120.0,28,5
687,1,0.09885742672627919,120.0,28,5
688,1,52.041666666666664,120.0,93,3
689,1,44.95833333333333,120.0,80,11
690,1,15.791666666666668,120.0,11,11
691,2,33.91666666666667,120.0,11,11
692,1,27.041666666666668,120.0,11,11
693,1,52.041666666666664,120.0,11,11
694,1,10.375,120.0,11,11
695,1,22.875,120.0,11,11
696,1,31.208333333333332,120.0,118,11
697,1,14.541666666666666,120.0,11,11
698,1,27.041666666666668,120.0,11,11
699,1,45.79166666666667,120.0,11,11
700,1,6.105555555555556,120.0,11,11
701,1,7.458333333333334,120.0,80,11
702,1,52.041666666666664,120.0,80,11
703,1,53.29166666666666,120.0,22,11
704,1,39.54166666666667,120.0,70,11
705,1,24.125,120.0,70,11
706,1,47.875,120.0,70,11
707,1,43.708333333333336,120.0,22,11
708,1,47.875,120.0,127,11
709,1,10.375,120.0,11,11
710,1,10.375,120.0,112,3
711,1,100.0,120.0,41,8
712,1,100.0,120.0,41,8
713,1,100.0,120.0,41,8
714,1,23.695833333333333,120.0,70,11
715,1,100.0,120.0,70,11
716,1,49.958333333333336,120.0,85,17
717,1,62.416666666666664,120.0,96,20
718,1,54.375,64.0,98,7
719,1,54.375,120.0,98,7
720,1,24.964285714285715,120.0,100,21
721,1,59.712500000000006,120.0,118,11
722,1,5.816666666666667,115.0,87,17
723,1,100.0,120.0,101,17
724,1,100.0,120.0,22,11
725,1,22.633333333333333,120.0,25,11
726,1,100.0,126.0,22,11
727,1,22.633333333333333,114.0,25,11
728,1,100.0,120.0,22,11
729,1,100.0,105.0,22,11
730,1,62.49078341013825,120.0,85,17
731,1,100.0,120.0,92,18
732,1,100.0,120.0,92,18
733,1,100.0,221.0,92,18
734,1,100.0,95.0,92,18
735,1,100.0,107.0,92,18
736,1,100.0,145.0,92,18
737,1,100.0,137.0,92,18
738,1,100.0,100.0,92,18
739,1,100.0,120.0,92,18
740,1,100.0,120.0,92,18
741,1,100.0,109.0,92,18
742,1,100.0,99.0,92,18
743,1,100.0,109.0,92,18
744,1,100.0,106.0,92,18
745,1,100.0,101.0,92,18
746,1,100.0,120.0,100,21
747,1,100.0,120.0,92,18
748,1,100.0,167.0,92,18
749,1,100.0,166.0,92,18
750,1,100.0,120.0,92,18
751,1,100.0,120.0,92,18
752,1,100.0,120.0,92,18
753,1,100.0,120.0,92,18
754,1,100.0,106.0,92,18
755,1,100.0,120.0,92,18
756,1,100.0,120.0,92,18
757,1,100.0,100.0,92,18
758,1,100.0,120.0,92,18
759,1,100.0,26.0,92,18
760,1,100.0,97.0,92,18
761,1,100.0,94.0,92,18
762,1,100.0,109.0,92,18
763,1,100.0,102.0,92,18
764,1,100.0,120.0,92,18
765,1,100.0,120.0,92,18
766,1,100.0,120.0,92,18
767,1,100.0,120.0,92,18
768,1,100.0,92.0,92,18
769,1,100.0,163.0,92,18
770,1,100.0,120.0,92,18
771,1,100.0,120.0,92,18
772,1,100.0,137.0,92,18
773,1,100.0,162.0,92,18
774,1,100.0,169.0,92,18
775,1,100.0,146.0,92,18
776,1,100.0,105.0,92,18
777,1,90.3125,120.0,128,3
778,2,28.391774891774894,120.0,75,17
779,1,28.391774891774894,120.0,75,17
780,1,100.0,120.0,54,17
781,1,66.54545454545455,109.0,108,16
782,1,28.391774891774894,120.0,75,17
783,1,28.391774891774894,120.0,75,17
784,1,45.52314814814815,120.0,74,17
785,1,16.98,120.0,75,17
786,1,28.391774891774894,120.0,75,17
787,1,100.0,120.0,55,11
788,1,93.0,120.0,126,11
789,1,100.0,92.0,98,7
790,1,59.66666666666667,26.0,59,15
791,1,100.0,5.0,27,5
792,1,100.0,111.0,54,17
793,1,100.0,120.0,55,11
